"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2011;[zł]";
1415112;"Troszyn (2)";15739541,94;
1416000;"Powiat ostrowski";218260788,41;
1416011;"Ostrów Mazowiecka (1)";60694713,16;
1416022;"Andrzejewo (2)";15196948,81;
1416032;"Boguty-Pianki (2)";7506888,58;
1416043;"Brok (3)";8897407,57;
1416052;"Małkinia Górna (2)";31723215,46;
1416062;"Nur (2)";9380640,30;
1416072;"Ostrów Mazowiecka (2)";39008299,81;
1416082;"Stary Lubotyń (2)";12283054,57;
1416092;"Szulborze Wielkie (2)";6676479,21;
1416102;"Wąsewo (2)";13893131,03;
1416112;"Zaręby Kościelne (2)";13000009,91;
1417000;"Powiat otwocki";327684998,43;
1417011;"Józefów (1)";72101484,09;
1417021;"Otwock (1)";104712990,35;
1417032;"Celestynów (2)";26043699,91;
1417043;"Karczew (3)";39534173,00;
1417052;"Kołbiel (2)";20330545,30;
1417062;"Osieck (2)";10209133,07;
1417072;"Sobienie-Jeziory (2)";14515047,01;
1417082;"Wiązowna (2)";40237925,70;
1418000;"Powiat piaseczyński";614176072,22;
1418013;"Góra Kalwaria (3)";72555401,66;
1418023;"Konstancin-Jeziorna (3)";119901671,58;
1418032;"Lesznowola (2)";107182192,53;
1418043;"Piaseczno (3)";257891813,82;
1418052;"Prażmów (2)";21667217,34;
1418063;"Tarczyn (3)";34977775,29;
1419000;"Powiat płocki";340059219,50;
1419012;"Bielsk (2)";22889140,30;
1419022;"Bodzanów (2)";23057850,76;
1419032;"Brudzeń Duży (2)";20336701,20;
1419042;"Bulkowo (2)";15882835,35;
1419053;"Drobin (3)";27322593,83;
1419063;"Gąbin (3)";32000745,80;
1419072;"Łąck (2)";15327922,77;
1419082;"Mała Wieś (2)";16817868,04;
1419092;"Nowy Duninów (2)";12032423,01;
1419102;"Radzanowo (2)";19961454,27;
1419112;"Słubice (2)";20066739,99;
1419122;"Słupno (2)";38503117,02;
1419132;"Stara Biała (2)";34842377,18;
1419142;"Staroźreby (2)";24318779,52;
1419153;"Wyszogród (3)";16698670,46;
1420000;"Powiat płoński";270913686,43;
1420011;"Płońsk (1)";66951980,70;
1420021;"Raciąż (1)";15037584,70;
1420032;"Baboszewo (2)";24995968,76;
1420042;"Czerwińsk nad Wisłą (2)";24323946,63;
1420052;"Dzierzążnia (2)";9761884,31;
1420062;"Joniec (2)";6740359,99;
1420072;"Naruszewo (2)";20512945,05;
1420082;"Nowe Miasto (2)";12674245,10;
1420092;"Płońsk (2)";30026263,32;
1420102;"Raciąż (2)";21310229,34;
1420112;"Sochocin (2)";19657390,43;
1420122;"Załuski (2)";18920888,10;
1421000;"Powiat pruszkowski";529357368,61;
1421011;"Piastów (1)";52846592,20;
1421021;"Pruszków (1)";152318326,02;
1421033;"Brwinów (3)";98383150,32;
1421042;"Michałowice (2)";79589649,83;
1421052;"Nadarzyn (2)";65932111,07;
1421062;"Raszyn (2)";80287539,17;
1422000;"Powiat przasnyski";172746028,81;
1422011;"Przasnysz (1)";52173212,89;
1422023;"Chorzele (3)";31536878,01;
1422032;"Czernice Borowe (2)";13952422,33;
1422042;"Jednorożec (2)";28529344,02;
1422052;"Krasne (2)";11863817,74;
1422062;"Krzynowłoga Mała (2)";11630691,15;
1422072;"Przasnysz (2)";23059662,67;
1423000;"Powiat przysuski";133012542,95;
1423012;"Borkowice (2)";12011851,95;
1423022;"Gielniów (2)";11736895,64;
1423032;"Klwów (2)";14260590,88;
1423042;"Odrzywół (2)";11904264,19;
1423052;"Potworów (2)";18980559,36;
1423063;"Przysucha (3)";34396075,74;
1423072;"Rusinów (2)";14721650,28;
1423082;"Wieniawa (2)";15000654,91;
1424000;"Powiat pułtuski";140640691,48;
1424012;"Gzy (2)";9561626,98;
1424022;"Obryte (2)";13934075,22;
1424032;"Pokrzywnica (2)";13023925,91;
1424043;"Pułtusk (3)";61793637,07;
1424052;"Świercze (2)";12662438,23;
1424062;"Winnica (2)";14713066,29;
1424072;"Zatory (2)";14951921,78;
1425000;"Powiat radomski";421353143,04;
1425011;"Pionki (1)";67286864,57;
1425022;"Gózd (2)";27304160,60;
1425033;"Iłża (3)";35785527,08;
1425042;"Jastrzębia (2)";19012984,46;
1425052;"Jedlińsk (2)";39565604,91;
1425062;"Jedlnia-Letnisko (2)";31333879,19;
1425072;"Kowala (2)";29996490,00;
1425082;"Pionki (2)";30406604,06;
1425092;"Przytyk (2)";23101579,84;
1425103;"Skaryszew (3)";34332791,68;
1425112;"Wierzbica (2)";29303130,57;
1425122;"Wolanów (2)";22651950,20;
1425132;"Zakrzew (2)";31271575,88;
1426000;"Powiat siedlecki";242015276,58;
1426012;"Domanice (2)";8650233,06;
1426022;"Korczew (2)";7698207,38;
1426032;"Kotuń (2)";22130973,22;
1426042;"Mokobody (2)";18443358,80;
1426053;"Mordy (3)";15023787,02;
1426062;"Paprotnia (2)";7764022,08;
1426072;"Przesmyki (2)";14543987,43;
1426082;"Siedlce (2)";42881310,73;
1426092;"Skórzec (2)";20465829,64;
1426102;"Suchożebry (2)";21701590,40;
1426112;"Wiśniew (2)";16367091,70;
1426122;"Wodynie (2)";14714968,80;
1426132;"Zbuczyn (2)";31629916,32;
1427000;"Powiat sierpecki";166277730,14;
1427011;"Sierpc (1)";54946666,32;
1427022;"Gozdowo (2)";19179125,70;
1427032;"Mochowo (2)";22284752,16;
1427042;"Rościszewo (2)";12582029,38;
1427052;"Sierpc (2)";22691809,72;
1427062;"Szczutowo (2)";14027292,21;
1427072;"Zawidz (2)";20566054,65;
1428000;"Powiat sochaczewski";252957394,37;
1428011;"Sochaczew (1)";94254036,20;
1428022;"Brochów (2)";14869121,46;
1428032;"Iłów (2)";19818630,78;
1428042;"Młodzieszyn (2)";20796142,55;
1428052;"Nowa Sucha (2)";21437845,86;
1428062;"Rybno (2)";9875296,04;
1428072;"Sochaczew (2)";28211083,79;
1428082;"Teresin (2)";43695237,69;
1429000;"Powiat sokołowski";168276156,96;
1429011;"Sokołów Podlaski (1)";52224298,48;
1429022;"Bielany (2)";11742006,36;
1429032;"Ceranów (2)";7287668,00;
1429042;"Jabłonna Lacka (2)";12380487,10;
1429053;"Kosów Lacki (3)";16341703,57;
1429062;"Repki (2)";17901623,28;
1429072;"Sabnie (2)";18998117,55;
1429082;"Sokołów Podlaski (2)";16934842,07;
1429092;"Sterdyń (2)";14465410,55;
1430000;"Powiat szydłowiecki";107503692,40;
1430012;"Chlewiska (2)";16335423,53;
1430022;"Jastrząb (2)";13989807,60;
1430032;"Mirów (2)";12123770,18;
1430042;"Orońsko (2)";15229845,39;
1430053;"Szydłowiec (3)";49824845,70;
1432000;"Powiat warszawski zachodni";380601202,50;
1432013;"Błonie (3)";73300755,45;
1432022;"Izabelin (2)";35725668,85;
1432032;"Kampinos (2)";15641344,00;
1432042;"Leszno (2)";25101092,10;
1432053;"Łomianki (3)";85547125,98;
1432063;"Ożarów Mazowiecki (3)";85197803,26;
1432072;"Stare Babice (2)";60087412,86;
1433000;"Powiat węgrowski";209767173,66;
1433011;"Węgrów (1)";47180170,25;
1433022;"Grębków (2)";11055693,12;
1433032;"Korytnica (2)";18819614,74;
1433042;"Liw (2)";19846900,81;
1433053;"Łochów (3)";56489275,50;
1433062;"Miedzna (2)";12457491,57;
1433072;"Sadowne (2)";17454263,88;
1433082;"Stoczek (2)";19253166,53;
1433092;"Wierzbno (2)";7210597,26;
1434000;"Powiat wołomiński";598562268,23;
1434011;"Kobyłka (1)";53549233,87;
1434021;"Marki (1)";72636161,85;
1434031;"Ząbki (1)";101441389,93;
1434041;"Zielonka (1)";51253376,64;
1434052;"Dąbrówka (2)";25381224,96;
1434062;"Jadów (2)";28438063,77;
1434072;"Klembów (2)";23050215,68;
1434082;"Poświętne (2)";14792563,67;
1434093;"Radzymin (3)";56353918,59;
1434102;"Strachówka (2)";8249192,59;
1434113;"Tłuszcz (3)";45476489,27;
1434123;"Wołomin (3)";117940437,41;
1435000;"Powiat wyszkowski";206267906,01;
1435012;"Brańszczyk (2)";26722166,41;
1435022;"Długosiodło (2)";30896798,29;
1435032;"Rząśnik (2)";21723481,37;
1435042;"Somianka (2)";17466262,52;
1435053;"Wyszków (3)";90805804,49;
1435062;"Zabrodzie (2)";18653392,93;
1436000;"Powiat zwoleński";102613080,55;
1436012;"Kazanów (2)";13127761,57;
1436022;"Policzna (2)";15113642,73;
1436032;"Przyłęk (2)";18071784,29;
1436042;"Tczów (2)";18932294,97;
1436053;"Zwoleń (3)";37367596,99;
1437000;"Powiat żuromiński";108999053,04;
1437013;"Bieżuń (3)";17233992,18;
1437022;"Kuczbork-Osada (2)";13952246,66;
1437032;"Lubowidz (2)";19684814,92;
1437042;"Lutocin (2)";13398286,77;
1437052;"Siemiątkowo (2)";11508726,36;
1437063;"Żuromin (3)";33220986,15;
1438000;"Powiat żyrardowski";222774554,88;
1438011;"Żyrardów (1)";117825316,53;
1438023;"Mszczonów (3)";45659373,06;
1438032;"Puszcza Mariańska (2)";18926939,06;
1438042;"Radziejowice (2)";14681930,38;
1438052;"Wiskitki (2)";25680995,85;
1461000;"Powiat m.Ostrołęka";225785078,54;
1461011;"Ostrołęka (1)";225785078,54;
1462000;"Powiat m.Płock";610404145,42;
1462011;"Płock (1)";610404145,42;
1463000;"Powiat m.Radom";878598692,14;
1463011;"Radom (1)";878598692,14;
1464000;"Powiat m.Siedlce";319603131,85;
1464011;"Siedlce (1)";319603131,85;
1465000;"Powiat m. st. Warszawa";11268509501,65;
1465011;"M.st.Warszawa od 2002 (1)";11268509501,65;
1600000;"OPOLSKIE";2969172025,35;
1601000;"Powiat brzeski";242451567,86;
1601011;"Brzeg (1)";92009057,13;
1601022;"Skarbimierz (2)";23988899,91;
1601033;"Grodków (3)";54708771,48;
1601043;"Lewin Brzeski (3)";36856201,18;
1601052;"Lubsza (2)";21764772,41;
1601062;"Olszanka (2)";13123865,75;
1602000;"Powiat głubczycki";128767166,43;
1602013;"Baborów (3)";16990949,47;
1602022;"Branice (2)";18402317,02;
1602033;"Głubczyce (3)";63254852,90;
1602043;"Kietrz (3)";30119047,04;
1603000;"Powiat kędzierzyńsko-kozielski";316816944,57;
1603011;"Kędzierzyn-Koźle (1)";213590433,35;
1603022;"Bierawa (2)";25337489,24;
1603032;"Cisek (2)";19019322,18;
1603042;"Pawłowiczki (2)";21495111,81;
1603052;"Polska Cerekiew (2)";16595425,42;
1603062;"Reńska Wieś (2)";20779162,57;
1604000;"Powiat kluczborski";182193990,26;
1604013;"Byczyna (3)";31669975,89;
1604023;"Kluczbork (3)";96599821,58;
1604032;"Lasowice Wielkie (2)";19318282,11;
1604043;"Wołczyn (3)";34605910,68;
1605000;"Powiat krapkowicki";182714574,02;
1605013;"Gogolin (3)";44252738,92;
1605023;"Krapkowice (3)";54717565,78;
1605032;"Strzeleczki (2)";18383088,93;
1605042;"Walce (2)";17346814,66;
1605053;"Zdzieszowice (3)";48014365,73;
1606000;"Powiat namysłowski";121231896,60;
1606012;"Domaszowice (2)";11619449,53;
1606023;"Namysłów (3)";67825407,46;
1606032;"Pokój (2)";16883756,26;
1606042;"Świerczów (2)";10734899,72;
1606052;"Wilków (2)";14168383,63;
1607000;"Powiat nyski";348490110,11;
1607013;"Głuchołazy (3)";60633839,19;
1607022;"Kamiennik (2)";11037299,09;
1607033;"Korfantów (3)";23319573,44;
1607042;"Łambinowice (2)";19657557,03;
1607053;"Nysa (3)";137571199,33;
1607063;"Otmuchów (3)";34379066,23;
1607073;"Paczków (3)";33496507,36;
1607082;"Pakosławice (2)";11359777,44;
1607092;"Skoroszyce (2)";17035291,00;
1608000;"Powiat oleski";181570805,51;
1608013;"Dobrodzień (3)";26699138,95;
1608023;"Gorzów Śląski (3)";20916504,54;
1608033;"Olesno (3)";52530590,09;
1608043;"Praszka (3)";31229918,43;
1608052;"Radłów (2)";12618776,65;
1608062;"Rudniki (2)";25197724,37;
1608072;"Zębowice (2)";12378152,48;
1609000;"Powiat opolski";363882891,55;
1609012;"Chrząstowice (2)";17400211,93;
1609022;"Dąbrowa (2)";23654451,02;
1609032;"Dobrzeń Wielki (2)";65421486,19;
1609042;"Komprachcice (2)";24264666,97;
1609052;"Łubniany (2)";21613977,57;
1609062;"Murów (2)";16541707,95;
1609073;"Niemodlin (3)";36840048,60;
1609083;"Ozimek (3)";46372631,14;
1609092;"Popielów (2)";26685886,70;
1609103;"Prószków (3)";24689597,73;
1609112;"Tarnów Opolski (2)";23759513,97;
1609122;"Tułowice (2)";13662024,03;
1609132;"Turawa (2)";22976687,75;
1610000;"Powiat prudnicki";150978748,24;
1610013;"Biała (3)";29360515,39;
1610023;"Głogówek (3)";34421213,86;
1610032;"Lubrza (2)";10210903,28;
1610043;"Prudnik (3)";76986115,71;
1611000;"Powiat strzelecki";197245633,82;
1611012;"Izbicko (2)";13519297,29;
1611022;"Jemielnica (2)";19428555,33;
1611033;"Kolonowskie (3)";13966624,92;
1611043;"Leśnica (3)";21928282,29;
1611053;"Strzelce Opolskie (3)";81492302,48;
1611063;"Ujazd (3)";18618641,39;
1611073;"Zawadzkie (3)";28291930,12;
1661000;"Powiat m.Opole";552827696,38;
1661011;"Opole (1)";552827696,38;
1800000;"PODKARPACKIE";6744350152,53;
1801000;"Powiat bieszczadzki";71533305,51;
1801032;"Czarna (2)";7845352,20;
1801052;"Lutowiska (2)";9645247,53;
1801083;"Ustrzyki Dolne (3)";54042705,78;
1802000;"Powiat brzozowski";190997375,46;
1802013;"Brzozów (3)";76108924,56;
1802022;"Domaradz (2)";18142335,20;
1802032;"Dydnia (2)";24718158,36;
1802042;"Haczów (2)";24641358,75;
1802052;"Jasienica Rosielna (2)";22568334,92;
1802062;"Nozdrzec (2)";24818263,67;
1803000;"Powiat dębicki";385565604,46;
1803011;"Dębica (1)";125250297,22;
1803023;"Brzostek (3)";38313026,73;
1803032;"Czarna (2)";34659318,32;
1803042;"Dębica (2)";77855114,09;
1803052;"Jodłowa (2)";17411328,98;
1803063;"Pilzno (3)";56067970,79;
1803072;"Żyraków (2)";36008548,33;
1804000;"Powiat jarosławski";344087170,03;
1804011;"Jarosław (1)";99585016,40;
1804021;"Radymno (1)";13855311,16;
1804032;"Chłopice (2)";16267847,83;
1804042;"Jarosław (2)";38969805,58;
1804052;"Laszki (2)";18435870,00;
1804062;"Pawłosiów (2)";19072688,51;
1804073;"Pruchnik (3)";33387372,45;
1804082;"Radymno (2)";32820758,03;
1804092;"Rokietnica (2)";12202310,06;
1804102;"Roźwienica (2)";23948952,57;
1804112;"Wiązownica (2)";35541237,44;
1805000;"Powiat jasielski";324050022,98;
1805011;"Jasło (1)";109113808,29;
1805022;"Brzyska (2)";17179856,95;
1805032;"Dębowiec (2)";25374043,60;
1805042;"Jasło (2)";39300933,72;
1805053;"Kołaczyce (3)";26029625,52;
1805062;"Krempna (2)";7647041,65;
1805072;"Nowy Żmigród (2)";26546199,74;
1805082;"Osiek Jasielski (2)";15013184,99;
1805092;"Skołyszyn (2)";35768739,20;
1805112;"Tarnowiec (2)";22076589,32;
1806000;"Powiat kolbuszowski";183037270,14;
1806012;"Cmolas (2)";22203953,03;
1806023;"Kolbuszowa (3)";68738396,33;
1806032;"Majdan Królewski (2)";31947483,89;
1806042;"Niwiska (2)";17437575,43;
1806052;"Raniżów (2)";23352370,69;
1806062;"Dzikowiec (2)";19357490,77;
1807000;"Powiat krośnieński";305121257,06;
1807012;"Chorkówka (2)";33712358,88;
1807023;"Dukla (3)";43608968,40;
1807033;"Iwonicz-Zdrój (3)";34050331,32;
1807043;"Jedlicze (3)";36249861,09;
1807052;"Korczyna (2)";28880805,91;
1807062;"Krościenko Wyżne (2)";13264666,82;
1807072;"Miejsce Piastowe (2)";36078800,94;
1807083;"Rymanów (3)";50137184,47;
1807092;"Wojaszówka (2)";23163835,39;
1807102;"Jaśliska (2)";5974443,84;
1808000;"Powiat leżajski";196631885,96;
1808011;"Leżajsk (1)";35915738,04;
1808022;"Grodzisko Dolne (2)";30860109,45;
1808032;"Kuryłówka (2)";19526069,62;
1808042;"Leżajsk (2)";56852579,55;
1808053;"Nowa Sarzyna (3)";53477389,30;
1809000;"Powiat lubaczowski";187590124,80;
1809011;"Lubaczów (1)";31947708,10;
1809023;"Cieszanów (3)";28818200,56;
1809032;"Horyniec-Zdrój (2)";18737801,01;
1809042;"Lubaczów (2)";33963215,56;
1809053;"Narol (3)";25833496,77;
1809063;"Oleszyce (3)";22020427,97;
1809072;"Stary Dzików (2)";15613662,72;
1809082;"Wielkie Oczy (2)";10655612,11;
1810000;"Powiat łańcucki";210364861,56;
1810011;"Łańcut (1)";47394493,95;
1810022;"Białobrzegi (2)";21796484,42;
1810032;"Czarna (2)";28236415,73;
1810042;"Łańcut (2)";54295811,36;
1810052;"Markowa (2)";17927494,11;
1810062;"Rakszawa (2)";19076580,63;
1810072;"Żołynia (2)";21637581,36;
1811000;"Powiat mielecki";368425465,16;
1811011;"Mielec (1)";157198744,05;
1811022;"Borowa (2)";16269868,73;
1811032;"Czermin (2)";20247801,82;
1811042;"Gawłuszowice (2)";9715368,38;
1811052;"Mielec (2)";31799130,40;
1811062;"Padew Narodowa (2)";15479399,79;
1811073;"Przecław (3)";31767024,84;
1811083;"Radomyśl Wielki (3)";41763891,23;
1811092;"Tuszów Narodowy (2)";23201442,61;
1811102;"Wadowice Górne (2)";20982793,31;
1812000;"Powiat niżański";198392380,73;
1812012;"Harasiuki (2)";19974077,22;
1812022;"Jarocin (2)";15178849,90;
1812032;"Jeżowe (2)";30235131,35;
1812042;"Krzeszów (2)";21515530,15;
1812053;"Nisko (3)";58200883,03;
1812063;"Rudnik nad Sanem (3)";29094584,15;
1812073;"Ulanów (3)";24193324,93;
1813000;"Powiat przemyski";219350372,08;
1813012;"Bircza (2)";21452731,80;
1813022;"Dubiecko (2)";31431325,24;
1813032;"Fredropol (2)";22413010,09;
1813042;"Krasiczyn (2)";12382025,29;
1813052;"Krzywcza (2)";14433288,15;
1813062;"Medyka (2)";17960975,13;
1813072;"Orły (2)";25145170,98;
1813082;"Przemyśl (2)";25350643,53;
1813092;"Stubno (2)";15558163,87;
1813102;"Żurawica (2)";33223038,00;
1814000;"Powiat przeworski";225510908,62;
1814011;"Przeworsk (1)";41242800,54;
1814022;"Adamówka (2)";12201410,16;
1814032;"Gać (2)";12373458,06;
1814042;"Jawornik Polski (2)";14682873,70;
1814053;"Kańczuga (3)";31025061,37;
1814062;"Przeworsk (2)";36273039,56;
1814073;"Sieniawa (3)";25023198,16;
1814082;"Tryńcza (2)";32101066,66;
1814092;"Zarzecze (2)";20588000,41;
1815000;"Powiat ropczycko-sędziszowski";226776027,68;
1815012;"Iwierzyce (2)";19862056,87;
1815022;"Ostrów (2)";49003948,67;
1815033;"Ropczyce (3)";74554076,76;
1815043;"Sędziszów Małopolski (3)";59649120,66;
1815052;"Wielopole Skrzyńskie (2)";23706824,72;
1816000;"Powiat rzeszowski";448308946,73;
1816011;"Dynów (1)";17597833,19;
1816023;"Błażowa (3)";32293580,83;
1816033;"Boguchwała (3)";42819874,96;
1816042;"Chmielnik (2)";20216740,07;
1816052;"Dynów (2)";20335188,53;
1816063;"Głogów Małopolski (3)";56467169,32;
1816072;"Hyżne (2)";21633312,60;
1816082;"Kamień (2)";27897548,68;
1816092;"Krasne (2)";24893061,30;
1816102;"Lubenia (2)";16133036,50;
1816113;"Sokołów Małopolski (3)";47547782,78;
1816122;"Świlcza (2)";40685704,29;
1816132;"Trzebownisko (2)";48212832,08;
1816143;"Tyczyn (3)";31575281,60;
1817000;"Powiat sanocki";264864855,75;
1817011;"Sanok (1)";104391648,50;
1817022;"Besko (2)";14913388,17;
1817032;"Bukowsko (2)";19330795,30;
1817042;"Komańcza (2)";14906215,04;
1817052;"Sanok (2)";41578310,54;
1817062;"Tyrawa Wołoska (2)";6462704,93;
1817073;"Zagórz (3)";36451166,11;
1817082;"Zarszyn (2)";26830627,16;
1818000;"Powiat stalowowolski";321090965,77;
1818011;"Stalowa Wola (1)";201654597,60;
1818022;"Bojanów (2)";22635195,02;
1818032;"Pysznica (2)";25327745,42;
1818042;"Radomyśl nad Sanem (2)";22088287,66;
1818052;"Zaklików (2)";23407919,68;
1818062;"Zaleszany (2)";25977220,39;
1819000;"Powiat strzyżowski";184235623,74;
1819012;"Czudec (2)";42684159,17;
1819022;"Frysztak (2)";31054763,62;
1819032;"Niebylec (2)";27112715,26;
1819043;"Strzyżów (3)";59559942,00;
1819052;"Wiśniowa (2)";23824043,69;
1820000;"Powiat tarnobrzeski";162183928,00;
1820013;"Baranów Sandomierski (3)";35811640,96;
1820022;"Gorzyce (2)";46016965,72;
1820032;"Grębów (2)";29080378,76;
1820043;"Nowa Dęba (3)";51274942,56;
1821000;"Powiat leski";93661300,09;
1821012;"Baligród (2)";11901510,37;
1821022;"Cisna (2)";9390065,63;
1821033;"Lesko (3)";34279463,09;
1821042;"Olszanica (2)";14978878,76;
1821052;"Solina (2)";23111382,24;
1861000;"Powiat m.Krosno";251950679,69;
1861011;"Krosno (1)";251950679,69;
1862000;"Powiat m.Przemyśl";432566756,62;
1862011;"Przemyśl (1)";432566756,62;
1863000;"Powiat m.Rzeszów";717702969,47;
1863011;"Rzeszów (1)";717702969,47;
1864000;"Powiat m.Tarnobrzeg";230350094,44;
1864011;"Tarnobrzeg (1)";230350094,44;
2000000;"PODLASKIE";4036005386,37;
2001000;"Powiat augustowski";170933813,73;
2001011;"Augustów (1)";70681797,18;
2001022;"Augustów (2)";21562412,20;
2001032;"Bargłów Kościelny (2)";21811203,36;
2001043;"Lipsk (3)";17947217,26;
2001052;"Nowinka (2)";10844754,49;
2001062;"Płaska (2)";13280851,15;
2001072;"Sztabin (2)";14805578,09;
2002000;"Powiat białostocki";383884298,46;
2002013;"Choroszcz (3)";32387363,88;
2002023;"Czarna Białostocka (3)";33123986,70;
2002032;"Dobrzyniewo Duże (2)";25415869,19;
2002042;"Gródek (2)";15710708,15;
2002052;"Juchnowiec Kościelny (2)";41108221,14;
2002063;"Łapy (3)";56116690,52;
2002073;"Michałowo (3)";26513886,57;
2002082;"Poświętne (2)";11951873,37;
2002093;"Supraśl (3)";34159798,36;
2002103;"Suraż (3)";6199521,04;
2002112;"Turośń Kościelna (2)";16515118,01;
2002123;"Tykocin (3)";17740449,72;
2002133;"Wasilków (3)";33528533,21;
2002143;"Zabłudów (3)";23238215,56;
2002152;"Zawady (2)";10174063,04;
2003000;"Powiat bielski";156605363,15;
2003011;"Bielsk Podlaski (1)";63412180,31;
2003021;"Brańsk (1)";12933604,27;
2003032;"Bielsk Podlaski (2)";17772792,39;
2003042;"Boćki (2)";13272948,14;
2003052;"Brańsk (2)";14187226,36;
2003062;"Orla (2)";9517025,00;
2003072;"Rudka (2)";10128588,78;
2003082;"Wyszki (2)";15380997,90;
2004000;"Powiat grajewski";137763429,14;
2004011;"Grajewo (1)";52287254,10;
2004022;"Grajewo (2)";17561355,00;
2004032;"Radziłów (2)";19594329,32;
2004043;"Rajgród (3)";17686961,31;
2004053;"Szczuczyn (3)";18835798,76;
2004062;"Wąsosz (2)";11797730,65;
2005000;"Powiat hajnowski";136424055,55;
2005011;"Hajnówka (1)";50220071,08;
2005022;"Białowieża (2)";11239782,70;
2005032;"Czeremcha (2)";10941362,95;
2005042;"Czyże (2)";7387232,06;
2005052;"Dubicze Cerkiewne (2)";7016342,36;
2005062;"Hajnówka (2)";15002251,55;
2005073;"Kleszczele (3)";9370669,87;
2005082;"Narew (2)";12224562,59;
2005092;"Narewka (2)";13021780,39;
2006000;"Powiat kolneński";117394120,54;
2006011;"Kolno (1)";28114001,47;
2006022;"Grabowo (2)";10556179,91;
2006032;"Kolno (2)";26656425,69;
2006042;"Mały Płock (2)";13608566,51;
2006053;"Stawiski (3)";19202063,89;
2006062;"Turośl (2)";19256883,07;
2007000;"Powiat łomżyński";140877652,86;
2007013;"Jedwabne (3)";14831338,43;
2007022;"Łomża (2)";24287879,92;
2007032;"Miastkowo (2)";13562613,45;
2007043;"Nowogród (3)";12677832,45;
2007052;"Piątnica (2)";27863827,89;
2007062;"Przytuły (2)";6346880,83;
2007072;"Śniadowo (2)";15251737,71;
2007082;"Wizna (2)";11263496,03;
2007092;"Zbójna (2)";14792046,15;
2008000;"Powiat moniecki";112645679,04;
2008013;"Goniądz (3)";16293950,48;
2008022;"Jasionówka (2)";7780696,51;
2008032;"Jaświły (2)";13821144,90;
2008043;"Knyszyn (3)";11907920,15;
2008052;"Krypno (2)";15436291,78;
2008063;"Mońki (3)";34273068,08;
2008072;"Trzcianne (2)";13132607,14;
2009000;"Powiat sejneński";66865421,80;
2009011;"Sejny (1)";15395509,09;
2009022;"Giby (2)";8821241,12;
2009032;"Krasnopol (2)";13029565,77;
2009042;"Puńsk (2)";19462939,56;
2009052;"Sejny (2)";10156166,26;
2010000;"Powiat siemiatycki";154448366,56;
2010011;"Siemiatycze (1)";34838469,78;
2010023;"Drohiczyn (3)";27577349,64;
2010032;"Dziadkowice (2)";10702048,15;
2010042;"Grodzisk (2)";12805583,25;
2010052;"Mielnik (2)";19086135,10;
2010062;"Milejczyce (2)";5447184,55;
2010072;"Nurzec-Stacja (2)";12033384,87;
2010082;"Perlejewo (2)";13137096,06;
2010092;"Siemiatycze (2)";18821115,16;
2011000;"Powiat sokólski";192971603,27;
2011013;"Dąbrowa Białostocka (3)";33768664,29;
2011022;"Janów (2)";11208622,54;
2011032;"Korycin (2)";17244655,27;
2011043;"Krynki (3)";9582130,17;
2011052;"Kuźnica (2)";9860428,60;
2011062;"Nowy Dwór (2)";6793918,54;
2011072;"Sidra (2)";10214273,59;
2011083;"Sokółka (3)";62163167,78;
2011093;"Suchowola (3)";20463555,29;
2011102;"Szudziałowo (2)";11672187,20;
2012000;"Powiat suwalski";126164672,84;
2012012;"Bakałarzewo (2)";8383671,44;
2012022;"Filipów (2)";16587302,48;
2012032;"Jeleniewo (2)";13292776,89;
2012042;"Przerośl (2)";10986833,32;
2012052;"Raczki (2)";17657920,73;
2012062;"Rutka-Tartak (2)";8463685,34;
2012072;"Suwałki (2)";28813889,24;
2012082;"Szypliszki (2)";12635438,82;
2012092;"Wiżajny (2)";9343154,58;
2013000;"Powiat wysokomazowiecki";174317519,04;
2013011;"Wysokie Mazowieckie (1)";27780212,68;
2013023;"Ciechanowiec (3)";26366694,66;
2013033;"Czyżew (3)";23656646,86;
2013042;"Klukowo (2)";12637847,84;
2013052;"Kobylin-Borzymy (2)";10968708,68;
2013062;"Kulesze Kościelne (2)";9159443,12;
2013072;"Nowe Piekuty (2)";15645848,55;
2013082;"Sokoły (2)";14552354,53;
2013093;"Szepietowo (3)";17614553,17;
2013102;"Wysokie Mazowieckie (2)";15935208,95;
2014000;"Powiat zambrowski";122758923,32;
2014011;"Zambrów (1)";67645772,62;
2014022;"Kołaki Kościelne (2)";6573177,74;
2014032;"Rutki (2)";14377125,89;
2014042;"Szumowo (2)";12160694,31;
2014052;"Zambrów (2)";22002152,76;
2061000;"Powiat m.Białystok";1272000478,28;
2061011;"Białystok (1)";1272000478,28;
2062000;"Powiat m.Łomża";285651435,11;
2062011;"Łomża (1)";285651435,11;
2063000;"Powiat m.Suwałki";284298553,68;
2063011;"Suwałki (1)";284298553,68;
2200000;"POMORSKIE";8366932681,93;
2201000;"Powiat bytowski";261209993,94;
2201012;"Borzytuchom (2)";12917428,20;
2201023;"Bytów (3)";72216386,84;
2201032;"Czarna Dąbrówka (2)";23664326,52;
2201042;"Kołczygłowy (2)";15785033,81;
2201052;"Lipnica (2)";22329317,37;
2201063;"Miastko (3)";54881436,15;
2201072;"Parchowo (2)";13648053,62;
2201082;"Studzienice (2)";15302166,36;
2201092;"Trzebielino (2)";13254451,28;
