"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2011;[zł]";
1420092;"Płońsk (2)";4020,12;
1420102;"Raciąż (2)";2413,94;
1420112;"Sochocin (2)";3300,99;
1420122;"Załuski (2)";3310,74;
1421000;"Powiat pruszkowski";3422,34;
1421011;"Piastów (1)";2302,08;
1421021;"Pruszków (1)";2614,55;
1421033;"Brwinów (3)";4141,40;
1421042;"Michałowice (2)";4728,19;
1421052;"Nadarzyn (2)";5591,26;
1421062;"Raszyn (2)";3808,35;
1422000;"Powiat przasnyski";3192,67;
1422011;"Przasnysz (1)";2991,07;
1422023;"Chorzele (3)";3037,65;
1422032;"Czernice Borowe (2)";3541,22;
1422042;"Jednorożec (2)";3864,72;
1422052;"Krasne (2)";3054,54;
1422062;"Krzynowłoga Mała (2)";3189,11;
1422072;"Przasnysz (2)";3104,01;
1423000;"Powiat przysuski";3049,63;
1423012;"Borkowice (2)";2634,18;
1423022;"Gielniów (2)";2473,53;
1423032;"Klwów (2)";4050,15;
1423042;"Odrzywół (2)";2934,98;
1423052;"Potworów (2)";4398,74;
1423063;"Przysucha (3)";2740,50;
1423072;"Rusinów (2)";3346,59;
1423082;"Wieniawa (2)";2742,85;
1424000;"Powiat pułtuski";2740,41;
1424012;"Gzy (2)";2407,26;
1424022;"Obryte (2)";2864,74;
1424032;"Pokrzywnica (2)";2674,32;
1424043;"Pułtusk (3)";2579,25;
1424052;"Świercze (2)";2666,90;
1424062;"Winnica (2)";3593,81;
1424072;"Zatory (2)";3105,28;
1425000;"Powiat radomski";2813,09;
1425011;"Pionki (1)";3397,30;
1425022;"Gózd (2)";3281,75;
1425033;"Iłża (3)";2319,82;
1425042;"Jastrzębia (2)";2842,00;
1425052;"Jedlińsk (2)";2834,62;
1425062;"Jedlnia-Letnisko (2)";2579,56;
1425072;"Kowala (2)";2607,03;
1425082;"Pionki (2)";3040,05;
1425092;"Przytyk (2)";3194,80;
1425103;"Skaryszew (3)";2463,78;
1425112;"Wierzbica (2)";2896,42;
1425122;"Wolanów (2)";2643,48;
1425132;"Zakrzew (2)";2589,56;
1426000;"Powiat siedlecki";2957,86;
1426012;"Domanice (2)";3206,16;
1426022;"Korczew (2)";2633,67;
1426032;"Kotuń (2)";2574,57;
1426042;"Mokobody (2)";3549,53;
1426053;"Mordy (3)";2422,80;
1426062;"Paprotnia (2)";2808,98;
1426072;"Przesmyki (2)";4072,81;
1426082;"Siedlce (2)";2545,64;
1426092;"Skórzec (2)";2721,88;
1426102;"Suchożebry (2)";4563,95;
1426112;"Wiśniew (2)";2763,78;
1426122;"Wodynie (2)";3134,18;
1426132;"Zbuczyn (2)";3120,55;
1427000;"Powiat sierpecki";3088,14;
1427011;"Sierpc (1)";2919,28;
1427022;"Gozdowo (2)";3132,82;
1427032;"Mochowo (2)";3617,65;
1427042;"Rościszewo (2)";2954,92;
1427052;"Sierpc (2)";3228,77;
1427062;"Szczutowo (2)";3147,25;
1427072;"Zawidz (2)";2939,27;
1428000;"Powiat sochaczewski";2972,68;
1428011;"Sochaczew (1)";2476,72;
1428022;"Brochów (2)";3456,33;
1428032;"Iłów (2)";3144,32;
1428042;"Młodzieszyn (2)";3705,66;
1428052;"Nowa Sucha (2)";3414,21;
1428062;"Rybno (2)";2850,01;
1428072;"Sochaczew (2)";2893,74;
1428082;"Teresin (2)";3857,28;
1429000;"Powiat sokołowski";2962,24;
1429011;"Sokołów Podlaski (1)";2778,48;
1429022;"Bielany (2)";3095,70;
1429032;"Ceranów (2)";3018,92;
1429042;"Jabłonna Lacka (2)";2512,78;
1429053;"Kosów Lacki (3)";2472,64;
1429062;"Repki (2)";3112,24;
1429072;"Sabnie (2)";4789,04;
1429082;"Sokołów Podlaski (2)";2777,57;
1429092;"Sterdyń (2)";3249,19;
1430000;"Powiat szydłowiecki";2636,12;
1430012;"Chlewiska (2)";2627,54;
1430022;"Jastrząb (2)";2671,34;
1430032;"Mirów (2)";3111,05;
1430042;"Orońsko (2)";2577,83;
1430053;"Szydłowiec (3)";2552,24;
1432000;"Powiat warszawski zachodni";3539,88;
1432013;"Błonie (3)";3523,91;
1432022;"Izabelin (2)";3483,73;
1432032;"Kampinos (2)";3706,48;
1432042;"Leszno (2)";2575,00;
1432053;"Łomianki (3)";3559,42;
1432063;"Ożarów Mazowiecki (3)";3971,74;
1432072;"Stare Babice (2)";3532,68;
1433000;"Powiat węgrowski";3076,49;
1433011;"Węgrów (1)";3670,18;
1433022;"Grębków (2)";2404,98;
1433032;"Korytnica (2)";2841,13;
1433042;"Liw (2)";2610,75;
1433053;"Łochów (3)";3149,67;
1433062;"Miedzna (2)";3036,19;
1433072;"Sadowne (2)";2831,65;
1433082;"Stoczek (2)";3651,97;
1433092;"Wierzbno (2)";2378,17;
1434000;"Powiat wołomiński";2715,31;
1434011;"Kobyłka (1)";2678,53;
1434021;"Marki (1)";2672,51;
1434031;"Ząbki (1)";3480,46;
1434041;"Zielonka (1)";2943,23;
1434052;"Dąbrówka (2)";3351,10;
1434062;"Jadów (2)";3686,55;
1434072;"Klembów (2)";2468,96;
1434082;"Poświętne (2)";2460,10;
1434093;"Radzymin (3)";2481,68;
1434102;"Strachówka (2)";2825,07;
1434113;"Tłuszcz (3)";2365,00;
1434123;"Wołomin (3)";2302,85;
1435000;"Powiat wyszkowski";2799,51;
1435012;"Brańszczyk (2)";3149,71;
1435022;"Długosiodło (2)";3889,81;
1435032;"Rząśnik (2)";3122,98;
1435042;"Somianka (2)";3130,72;
1435053;"Wyszków (3)";2329,91;
1435062;"Zabrodzie (2)";3247,46;
1436000;"Powiat zwoleński";2752,28;
1436012;"Kazanów (2)";2787,80;
1436022;"Policzna (2)";2593,28;
1436032;"Przyłęk (2)";2808,79;
1436042;"Tczów (2)";3854,29;
1436053;"Zwoleń (3)";2426,47;
1437000;"Powiat żuromiński";2688,28;
1437013;"Bieżuń (3)";3219,50;
1437022;"Kuczbork-Osada (2)";2834,09;
1437032;"Lubowidz (2)";2738,57;
1437042;"Lutocin (2)";2902,58;
1437052;"Siemiątkowo (2)";3116,36;
1437063;"Żuromin (3)";2248,76;
1438000;"Powiat żyrardowski";2912,16;
1438011;"Żyrardów (1)";2835,07;
1438023;"Mszczonów (3)";3967,96;
1438032;"Puszcza Mariańska (2)";2258,58;
1438042;"Radziejowice (2)";2824,53;
1438052;"Wiskitki (2)";2606,41;
1461000;"Powiat m.Ostrołęka";4217,60;
1461011;"Ostrołęka (1)";4217,60;
1462000;"Powiat m.Płock";4902,21;
1462011;"Płock (1)";4902,21;
1463000;"Powiat m.Radom";3974,37;
1463011;"Radom (1)";3974,37;
1464000;"Powiat m.Siedlce";4183,40;
1464011;"Siedlce (1)";4183,40;
1465000;"Powiat m. st. Warszawa";6616,22;
1465011;"M.st.Warszawa od 2002 (1)";6616,22;
1600000;"OPOLSKIE";2923,61;
1601000;"Powiat brzeski";2622,01;
1601011;"Brzeg (1)";2460,00;
1601022;"Skarbimierz (2)";3161,01;
1601033;"Grodków (3)";2755,00;
1601043;"Lewin Brzeski (3)";2710,41;
1601052;"Lubsza (2)";2414,28;
1601062;"Olszanka (2)";2621,63;
1602000;"Powiat głubczycki";2662,68;
1602013;"Baborów (3)";2693,56;
1602022;"Branice (2)";2593,70;
1602033;"Głubczyce (3)";2698,24;
1602043;"Kietrz (3)";2615,86;
1603000;"Powiat kędzierzyńsko-kozielski";3212,66;
1603011;"Kędzierzyn-Koźle (1)";3329,65;
1603022;"Bierawa (2)";3257,58;
1603032;"Cisek (2)";3173,59;
1603042;"Pawłowiczki (2)";2671,53;
1603052;"Polska Cerekiew (2)";3768,26;
1603062;"Reńska Wieś (2)";2519,91;
1604000;"Powiat kluczborski";2677,51;
1604013;"Byczyna (3)";3274,06;
1604023;"Kluczbork (3)";2600,54;
1604032;"Lasowice Wielkie (2)";2735,53;
1604043;"Wołczyn (3)";2443,06;
1605000;"Powiat krapkowicki";2774,33;
1605013;"Gogolin (3)";3546,46;
1605023;"Krapkowice (3)";2307,69;
1605032;"Strzeleczki (2)";2427,45;
1605042;"Walce (2)";3084,43;
1605053;"Zdzieszowice (3)";2914,73;
1606000;"Powiat namysłowski";2809,74;
1606012;"Domaszowice (2)";3103,49;
1606023;"Namysłów (3)";2635,22;
1606032;"Pokój (2)";3103,63;
1606042;"Świerczów (2)";3002,77;
1606052;"Wilków (2)";3046,96;
1607000;"Powiat nyski";2445,92;
1607013;"Głuchołazy (3)";2406,20;
1607022;"Kamiennik (2)";2974,21;
1607033;"Korfantów (3)";2504,25;
1607042;"Łambinowice (2)";2491,77;
1607053;"Nysa (3)";2345,51;
1607063;"Otmuchów (3)";2434,26;
1607073;"Paczków (3)";2501,61;
1607082;"Pakosławice (2)";3025,24;
1607092;"Skoroszyce (2)";2642,77;
1608000;"Powiat oleski";2742,97;
1608013;"Dobrodzień (3)";2641,65;
1608023;"Gorzów Śląski (3)";2833,06;
1608033;"Olesno (3)";2894,89;
1608043;"Praszka (3)";2242,08;
1608052;"Radłów (2)";2810,42;
1608062;"Rudniki (2)";3023,49;
1608072;"Zębowice (2)";3252,27;
1609000;"Powiat opolski";2732,92;
1609012;"Chrząstowice (2)";2599,76;
1609022;"Dąbrowa (2)";2495,72;
1609032;"Dobrzeń Wielki (2)";4548,21;
1609042;"Komprachcice (2)";2210,30;
1609052;"Łubniany (2)";2273,96;
1609062;"Murów (2)";2938,14;
1609073;"Niemodlin (3)";2707,43;
1609083;"Ozimek (3)";2300,12;
1609092;"Popielów (2)";3236,61;
1609103;"Prószków (3)";2512,42;
1609112;"Tarnów Opolski (2)";2442,64;
1609122;"Tułowice (2)";2595,86;
1609132;"Turawa (2)";2381,00;
1610000;"Powiat prudnicki";2612,86;
1610013;"Biała (3)";2661,88;
1610023;"Głogówek (3)";2485,82;
1610032;"Lubrza (2)";2316,45;
1610043;"Prudnik (3)";2701,46;
1611000;"Powiat strzelecki";2564,26;
1611012;"Izbicko (2)";2515,69;
1611022;"Jemielnica (2)";2707,81;
1611033;"Kolonowskie (3)";2299,41;
1611043;"Leśnica (3)";2692,90;
1611053;"Strzelce Opolskie (3)";2564,26;
1611063;"Ujazd (3)";2960,51;
1611073;"Zawadzkie (3)";2340,88;
1661000;"Powiat m.Opole";4510,56;
1661011;"Opole (1)";4510,56;
1800000;"PODKARPACKIE";3169,57;
1801000;"Powiat bieszczadzki";3187,05;
1801032;"Czarna (2)";3244,56;
1801052;"Lutowiska (2)";4471,60;
1801083;"Ustrzyki Dolne (3)";3024,21;
1802000;"Powiat brzozowski";2870,03;
1802013;"Brzozów (3)";2851,27;
1802022;"Domaradz (2)";2943,27;
1802032;"Dydnia (2)";3009,64;
1802042;"Haczów (2)";2637,98;
1802052;"Jasienica Rosielna (2)";2962,89;
1802062;"Nozdrzec (2)";2912,60;
1803000;"Powiat dębicki";2856,85;
1803011;"Dębica (1)";2651,75;
1803023;"Brzostek (3)";2908,67;
1803032;"Czarna (2)";2713,27;
1803042;"Dębica (2)";3122,95;
1803052;"Jodłowa (2)";3181,31;
1803063;"Pilzno (3)";3160,36;
1803072;"Żyraków (2)";2640,12;
1804000;"Powiat jarosławski";2802,65;
1804011;"Jarosław (1)";2500,44;
1804021;"Radymno (1)";2513,66;
1804032;"Chłopice (2)";2899,79;
1804042;"Jarosław (2)";3006,93;
1804052;"Laszki (2)";2613,53;
1804062;"Pawłosiów (2)";2283,88;
1804073;"Pruchnik (3)";3397,51;
1804082;"Radymno (2)";2855,22;
1804092;"Rokietnica (2)";2785,28;
1804102;"Roźwienica (2)";3803,23;
1804112;"Wiązownica (2)";3101,87;
1805000;"Powiat jasielski";2800,15;
1805011;"Jasło (1)";2946,87;
1805022;"Brzyska (2)";2685,19;
1805032;"Dębowiec (2)";2960,11;
1805042;"Jasło (2)";2420,46;
1805053;"Kołaczyce (3)";2864,49;
1805062;"Krempna (2)";3808,29;
1805072;"Nowy Żmigród (2)";2834,62;
1805082;"Osiek Jasielski (2)";2780,73;
1805092;"Skołyszyn (2)";2871,38;
1805112;"Tarnowiec (2)";2405,91;
1806000;"Powiat kolbuszowski";2912,57;
1806012;"Cmolas (2)";2751,76;
1806023;"Kolbuszowa (3)";2737,93;
1806032;"Majdan Królewski (2)";3214,03;
1806042;"Niwiska (2)";2899,02;
1806052;"Raniżów (2)";3243,84;
1806062;"Dzikowiec (2)";2971,22;
1807000;"Powiat krośnieński";2731,22;
1807012;"Chorkówka (2)";2497,40;
1807023;"Dukla (3)";2934,65;
1807033;"Iwonicz-Zdrój (3)";3117,88;
1807043;"Jedlicze (3)";2340,97;
1807052;"Korczyna (2)";2625,77;
1807062;"Krościenko Wyżne (2)";2441,50;
1807072;"Miejsce Piastowe (2)";2660,87;
1807083;"Rymanów (3)";3198,14;
1807092;"Wojaszówka (2)";2524,12;
1807102;"Jaśliska (2)";2836,87;
1808000;"Powiat leżajski";2802,34;
1808011;"Leżajsk (1)";2479,34;
1808022;"Grodzisko Dolne (2)";3806,60;
1808032;"Kuryłówka (2)";3403,53;
1808042;"Leżajsk (2)";2841,78;
1808053;"Nowa Sarzyna (3)";2449,61;
1809000;"Powiat lubaczowski";3248,71;
1809011;"Lubaczów (1)";2542,19;
1809023;"Cieszanów (3)";3788,38;
1809032;"Horyniec-Zdrój (2)";3740,83;
1809042;"Lubaczów (2)";3696,07;
1809053;"Narol (3)";3067,02;
1809063;"Oleszyce (3)";3347,59;
1809072;"Stary Dzików (2)";3519,76;
1809082;"Wielkie Oczy (2)";2708,59;
1810000;"Powiat łańcucki";2647,43;
1810011;"Łańcut (1)";2604,52;
1810022;"Białobrzegi (2)";2609,11;
1810032;"Czarna (2)";2539,93;
1810042;"Łańcut (2)";2580,60;
1810052;"Markowa (2)";2702,77;
1810062;"Rakszawa (2)";2630,89;
1810072;"Żołynia (2)";3150,49;
1811000;"Powiat mielecki";2707,18;
1811011;"Mielec (1)";2553,25;
1811022;"Borowa (2)";2893,45;
1811032;"Czermin (2)";2900,00;
1811042;"Gawłuszowice (2)";3428,15;
1811052;"Mielec (2)";2481,59;
1811062;"Padew Narodowa (2)";2852,29;
1811073;"Przecław (3)";2777,81;
1811083;"Radomyśl Wielki (3)";2966,19;
1811092;"Tuszów Narodowy (2)";2965,42;
1811102;"Wadowice Górne (2)";2796,21;
1812000;"Powiat niżański";2927,26;
1812012;"Harasiuki (2)";3151,98;
1812022;"Jarocin (2)";2770,37;
1812032;"Jeżowe (2)";2995,65;
1812042;"Krzeszów (2)";4975,84;
1812053;"Nisko (3)";2577,20;
1812063;"Rudnik nad Sanem (3)";2827,46;
1812073;"Ulanów (3)";2791,11;
1813000;"Powiat przemyski";2975,69;
1813012;"Bircza (2)";3190,95;
1813022;"Dubiecko (2)";3289,86;
1813032;"Fredropol (2)";4009,48;
1813042;"Krasiczyn (2)";2486,85;
1813052;"Krzywcza (2)";2929,43;
1813062;"Medyka (2)";2811,23;
1813072;"Orły (2)";2894,24;
1813082;"Przemyśl (2)";2552,16;
1813092;"Stubno (2)";3802,09;
1813102;"Żurawica (2)";2587,67;
1814000;"Powiat przeworski";2839,58;
1814011;"Przeworsk (1)";2582,68;
1814022;"Adamówka (2)";2907,87;
1814032;"Gać (2)";2663,25;
1814042;"Jawornik Polski (2)";3152,86;
1814053;"Kańczuga (3)";2453,35;
1814062;"Przeworsk (2)";2455,03;
1814073;"Sieniawa (3)";3568,12;
1814082;"Tryńcza (2)";3849,51;
1814092;"Zarzecze (2)";2869,01;
1815000;"Powiat ropczycko-sędziszowski";3103,84;
1815012;"Iwierzyce (2)";2637,37;
1815022;"Ostrów (2)";6924,40;
1815033;"Ropczyce (3)";2786,13;
1815043;"Sędziszów Małopolski (3)";2566,55;
1815052;"Wielopole Skrzyńskie (2)";2803,88;
1816000;"Powiat rzeszowski";2747,11;
1816011;"Dynów (1)";2825,60;
1816023;"Błażowa (3)";3002,94;
1816033;"Boguchwała (3)";2255,93;
1816042;"Chmielnik (2)";3031,90;
1816052;"Dynów (2)";2847,67;
1816063;"Głogów Małopolski (3)";3026,59;
1816072;"Hyżne (2)";3100,66;
1816082;"Kamień (2)";3996,21;
1816092;"Krasne (2)";2413,05;
1816102;"Lubenia (2)";2469,47;
1816113;"Sokołów Małopolski (3)";2806,50;
1816122;"Świlcza (2)";2555,15;
1816132;"Trzebownisko (2)";2409,44;
1816143;"Tyczyn (3)";2849,24;
1817000;"Powiat sanocki";2752,27;
1817011;"Sanok (1)";2644,97;
1817022;"Besko (2)";3397,90;
1817032;"Bukowsko (2)";3539,14;
1817042;"Komańcza (2)";2921,07;
1817052;"Sanok (2)";2377,53;
1817062;"Tyrawa Wołoska (2)";3254,13;
1817073;"Zagórz (3)";2801,57;
1817082;"Zarszyn (2)";2876,35;
1818000;"Powiat stalowowolski";2927,98;
1818011;"Stalowa Wola (1)";3101,66;
1818022;"Bojanów (2)";3046,87;
1818032;"Pysznica (2)";2481,90;
1818042;"Radomyśl nad Sanem (2)";2975,25;
1818052;"Zaklików (2)";2680,09;
1818062;"Zaleszany (2)";2392,89;
1819000;"Powiat strzyżowski";2955,34;
1819012;"Czudec (2)";3634,86;
1819022;"Frysztak (2)";2940,51;
1819032;"Niebylec (2)";2539,36;
1819043;"Strzyżów (3)";2849,08;
1819052;"Wiśniowa (2)";2818,08;
1820000;"Powiat tarnobrzeski";2988,57;
1820013;"Baranów Sandomierski (3)";2935,38;
1820022;"Gorzyce (2)";3380,37;
1820032;"Grębów (2)";2970,11;
1820043;"Nowa Dęba (3)";2747,26;
1821000;"Powiat leski";3475,89;
1821012;"Baligród (2)";3691,54;
1821022;"Cisna (2)";5402,80;
1821033;"Lesko (3)";2944,72;
1821042;"Olszanica (2)";2971,41;
1821052;"Solina (2)";4358,99;
1861000;"Powiat m.Krosno";5308,92;
1861011;"Krosno (1)";5308,92;
1862000;"Powiat m.Przemyśl";6665,95;
1862011;"Przemyśl (1)";6665,95;
1863000;"Powiat m.Rzeszów";3995,36;
1863011;"Rzeszów (1)";3995,36;
1864000;"Powiat m.Tarnobrzeg";4723,00;
1864011;"Tarnobrzeg (1)";4723,00;
2000000;"PODLASKIE";3357,77;
2001000;"Powiat augustowski";2847,14;
2001011;"Augustów (1)";2293,30;
2001022;"Augustów (2)";3137,26;
2001032;"Bargłów Kościelny (2)";3760,55;
2001043;"Lipsk (3)";3218,65;
2001052;"Nowinka (2)";3661,29;
2001062;"Płaska (2)";5141,64;
2001072;"Sztabin (2)";2730,65;
2002000;"Powiat białostocki";2683,64;
2002013;"Choroszcz (3)";2304,33;
2002023;"Czarna Białostocka (3)";2793,86;
2002032;"Dobrzyniewo Duże (2)";2983,43;
2002042;"Gródek (2)";2759,65;
2002052;"Juchnowiec Kościelny (2)";2798,95;
2002063;"Łapy (3)";2464,50;
2002073;"Michałowo (3)";3665,18;
2002082;"Poświętne (2)";3215,46;
2002093;"Supraśl (3)";2479,30;
2002103;"Suraż (3)";2999,28;
2002112;"Turośń Kościelna (2)";2877,70;
2002123;"Tykocin (3)";2741,96;
2002133;"Wasilków (3)";2317,43;
2002143;"Zabłudów (3)";2565,49;
2002152;"Zawady (2)";3466,46;
2003000;"Powiat bielski";2668,39;
2003011;"Bielsk Podlaski (1)";2379,89;
2003021;"Brańsk (1)";3308,67;
2003032;"Bielsk Podlaski (2)";2472,56;
2003042;"Boćki (2)";2779,68;
2003052;"Brańsk (2)";2254,45;
2003062;"Orla (2)";3073,97;
2003072;"Rudka (2)";4994,37;
2003082;"Wyszki (2)";3234,70;
2004000;"Powiat grajewski";2777,66;
2004011;"Grajewo (1)";2323,46;
2004022;"Grajewo (2)";2897,44;
2004032;"Radziłów (2)";3871,63;
2004043;"Rajgród (3)";3213,47;
2004053;"Szczuczyn (3)";2899,15;
2004062;"Wąsosz (2)";2971,72;
2005000;"Powiat hajnowski";2914,79;
2005011;"Hajnówka (1)";2263,08;
2005022;"Białowieża (2)";4908,20;
2005032;"Czeremcha (2)";3112,76;
2005042;"Czyże (2)";3146,18;
2005052;"Dubicze Cerkiewne (2)";3941,77;
2005062;"Hajnówka (2)";3702,43;
2005073;"Kleszczele (3)";3343,09;
2005082;"Narew (2)";3116,92;
2005092;"Narewka (2)";3336,35;
2006000;"Powiat kolneński";2929,43;
2006011;"Kolno (1)";2622,82;
2006022;"Grabowo (2)";2882,63;
2006032;"Kolno (2)";3002,53;
2006042;"Mały Płock (2)";2686,25;
2006053;"Stawiski (3)";2929,82;
2006062;"Turośl (2)";3706,81;
2007000;"Powiat łomżyński";2700,25;
2007013;"Jedwabne (3)";2625,95;
2007022;"Łomża (2)";2277,56;
2007032;"Miastkowo (2)";3109,26;
2007043;"Nowogród (3)";3060,06;
2007052;"Piątnica (2)";2585,73;
2007062;"Przytuły (2)";2894,15;
2007072;"Śniadowo (2)";2721,10;
2007082;"Wizna (2)";2579,82;
2007092;"Zbójna (2)";3350,41;
2008000;"Powiat moniecki";2624,37;
2008013;"Goniądz (3)";3129,24;
2008022;"Jasionówka (2)";2594,43;
2008032;"Jaświły (2)";2530,88;
2008043;"Knyszyn (3)";2394,03;
2008052;"Krypno (2)";3750,31;
2008063;"Mońki (3)";2203,35;
2008072;"Trzcianne (2)";2848,10;
2009000;"Powiat sejneński";3164,78;
2009011;"Sejny (1)";2691,05;
2009022;"Giby (2)";3016,84;
2009032;"Krasnopol (2)";3274,58;
2009042;"Puńsk (2)";4472,18;
2009052;"Sejny (2)";2446,09;
2010000;"Powiat siemiatycki";3217,27;
2010011;"Siemiatycze (1)";2321,79;
2010023;"Drohiczyn (3)";4035,91;
2010032;"Dziadkowice (2)";3555,50;
2010042;"Grodzisk (2)";2765,19;
2010052;"Mielnik (2)";7349,30;
2010062;"Milejczyce (2)";2586,51;
2010072;"Nurzec-Stacja (2)";2766,93;
2010082;"Perlejewo (2)";4262,52;
2010092;"Siemiatycze (2)";2944,02;
2011000;"Powiat sokólski";2680,05;
2011013;"Dąbrowa Białostocka (3)";2691,16;
2011022;"Janów (2)";2526,17;
2011032;"Korycin (2)";4948,25;
2011043;"Krynki (3)";2862,90;
2011052;"Kuźnica (2)";2296,86;
2011062;"Nowy Dwór (2)";2372,18;
2011072;"Sidra (2)";2735,48;
2011083;"Sokółka (3)";2328,64;
2011093;"Suchowola (3)";2794,80;
2011102;"Szudziałowo (2)";3560,76;
2012000;"Powiat suwalski";3483,48;
2012012;"Bakałarzewo (2)";2709,65;
2012022;"Filipów (2)";3607,50;
2012032;"Jeleniewo (2)";4197,28;
2012042;"Przerośl (2)";3574,12;
2012052;"Raczki (2)";2884,81;
2012062;"Rutka-Tartak (2)";3419,67;
2012072;"Suwałki (2)";4003,04;
2012082;"Szypliszki (2)";3165,98;
2012092;"Wiżajny (2)";3737,26;
2013000;"Powiat wysokomazowiecki";2924,01;
2013011;"Wysokie Mazowieckie (1)";2919,62;
2013023;"Ciechanowiec (3)";2851,38;
2013033;"Czyżew (3)";3583,25;
2013042;"Klukowo (2)";2739,62;
2013052;"Kobylin-Borzymy (2)";3151,93;
2013062;"Kulesze Kościelne (2)";2783,18;
2013072;"Nowe Piekuty (2)";3800,30;
2013082;"Sokoły (2)";2435,54;
2013093;"Szepietowo (3)";2382,60;
2013102;"Wysokie Mazowieckie (2)";2960,28;
2014000;"Powiat zambrowski";2721,44;
2014011;"Zambrów (1)";2970,83;
2014022;"Kołaki Kościelne (2)";2699,46;
2014032;"Rutki (2)";2411,86;
2014042;"Szumowo (2)";2437,50;
2014052;"Zambrów (2)";2457,52;
2061000;"Powiat m.Białystok";4323,64;
2061011;"Białystok (1)";4323,64;
2062000;"Powiat m.Łomża";4523,67;
2062011;"Łomża (1)";4523,67;
2063000;"Powiat m.Suwałki";4106,82;
2063011;"Suwałki (1)";4106,82;
2200000;"POMORSKIE";3670,93;
2201000;"Powiat bytowski";3340,58;
2201012;"Borzytuchom (2)";4361,05;
2201023;"Bytów (3)";2905,27;
2201032;"Czarna Dąbrówka (2)";4118,40;
2201042;"Kołczygłowy (2)";3685,51;
2201052;"Lipnica (2)";4397,27;
2201063;"Miastko (3)";2715,83;
2201072;"Parchowo (2)";3808,05;
2201082;"Studzienice (2)";4331,21;
2201092;"Trzebielino (2)";3503,69;
2201102;"Tuchomie (2)";4138,35;
2202000;"Powiat chojnicki";2938,47;
2202011;"Chojnice (1)";2552,57;
2202023;"Brusy (3)";3574,16;
2202032;"Chojnice (2)";2973,10;
2202043;"Czersk (3)";3158,08;
2202052;"Konarzyny (2)";3540,89;
2203000;"Powiat człuchowski";3594,58;
2203011;"Człuchów (1)";2894,54;
2203023;"Czarne (3)";3154,00;
2203032;"Człuchów (2)";4199,82;
2203043;"Debrzno (3)";4129,57;
2203052;"Koczała (2)";3432,31;
2203062;"Przechlewo (2)";3129,28;
2203072;"Rzeczenica (2)";5337,86;
2204000;"Powiat gdański";3465,46;
2204011;"Pruszcz Gdański (1)";3882,93;
2204022;"Cedry Wielkie (2)";3518,78;
2204032;"Kolbudy (2)";3355,25;
2204042;"Pruszcz Gdański (2)";3365,48;
2204052;"Przywidz (2)";2915,60;
2204062;"Pszczółki (2)";3198,70;
2204072;"Suchy Dąb (2)";4173,24;
2204082;"Trąbki Wielkie (2)";2915,44;
2205000;"Powiat kartuski";3216,05;
2205012;"Chmielno (2)";3976,69;
2205023;"Kartuzy (3)";2863,43;
2205032;"Przodkowo (2)";3379,93;
2205042;"Sierakowice (2)";3784,09;
2205052;"Somonino (2)";3123,13;
2205062;"Stężyca (2)";3744,91;
2205072;"Sulęczyno (2)";3829,52;
2205083;"Żukowo (3)";2792,81;
2206000;"Powiat kościerski";3379,00;
2206011;"Kościerzyna (1)";3060,50;
2206022;"Dziemiany (2)";3320,89;
2206032;"Karsin (2)";3336,15;
2206042;"Kościerzyna (2)";3675,49;
2206052;"Liniewo (2)";3437,52;
2206062;"Lipusz (2)";4503,94;
2206072;"Nowa Karczma (2)";3324,23;
2206082;"Stara Kiszewa (2)";3337,28;
2207000;"Powiat kwidzyński";2909,30;
2207011;"Kwidzyn (1)";3016,71;
2207022;"Gardeja (2)";3018,30;
2207032;"Kwidzyn (2)";2708,01;
2207043;"Prabuty (3)";2886,64;
2207052;"Ryjewo (2)";2840,76;
2207062;"Sadlinki (2)";2538,88;
2208000;"Powiat lęborski";3349,12;
2208011;"Lębork (1)";2808,90;
2208021;"Łeba (1)";6311,06;
2208032;"Cewice (2)";3523,80;
2208042;"Nowa Wieś Lęborska (2)";3027,90;
2208052;"Wicko (2)";5161,81;
2209000;"Powiat malborski";2750,37;
2209011;"Malbork (1)";2421,66;
2209032;"Lichnowy (2)";3076,19;
2209042;"Malbork (2)";2814,66;
2209062;"Miłoradz (2)";3760,88;
2209073;"Nowy Staw (3)";3498,41;
2209082;"Stare Pole (2)";3099,83;
2210000;"Powiat nowodworski";4371,84;
2210011;"Krynica Morska (1)";24420,69;
2210023;"Nowy Dwór Gdański (3)";2870,11;
2210032;"Ostaszewo (2)";2490,93;
2210042;"Stegna (2)";3404,71;
2210052;"Sztutowo (2)";8753,76;
2211000;"Powiat pucki";3958,97;
2211011;"Hel (1)";4871,14;
2211021;"Jastarnia (1)";6431,87;
2211031;"Puck (1)";3698,24;
2211041;"Władysławowo (1)";3402,18;
2211052;"Kosakowo (2)";5597,38;
2211062;"Krokowa (2)";4343,20;
2211072;"Puck (2)";3007,97;
2212000;"Powiat słupski";3525,13;
2212011;"Ustka (1)";3187,85;
2212022;"Damnica (2)";3282,69;
2212032;"Dębnica Kaszubska (2)";3344,85;
2212042;"Główczyce (2)";3063,88;
2212053;"Kępice (3)";3317,96;
2212062;"Kobylnica (2)";4472,33;
2212072;"Potęgowo (2)";3624,97;
2212082;"Słupsk (2)";3885,78;
2212092;"Smołdzino (2)";3293,66;
